OrderDetailID,OrderID,Product_ID,Quantity,CustomerID,EmployeeID,OrderDate,ShipperID,Product_Name,SupplierID,CategoryID,ProductDescription,ProductPrice,CategoryName,Description,CustomerName,ContactName,Address,City,PostalCode,Country,ShipperName,Phone
105,10287,16,40,67,8,1996-08-22,3,Pavlova,7,3,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,Federal Shipping,(503) 555-9931
106,10287,34,20,67,8,1996-08-22,3,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,Federal Shipping,(503) 555-9931
107,10287,46,15,67,8,1996-08-22,3,Spegesild,21,8,4 - 450 g glasses,12.0,Seafood,Seaweed and fish,Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,Federal Shipping,(503) 555-9931
108,10288,54,10,66,4,1996-08-23,1,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Reggiani Caseifici,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,Speedy Express,(503) 555-9831
109,10288,68,3,66,4,1996-08-23,1,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Reggiani Caseifici,Maurizio Moroni,Strada Provinciale 124,Reggio Emilia,42100,Italy,Speedy Express,(503) 555-9831
110,10289,3,30,11,7,1996-08-26,3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",B's Beverages,Victoria Ashworth,Fauntleroy Circus,London,EC2 5NT,UK,Federal Shipping,(503) 555-9931
111,10289,64,9,11,7,1996-08-26,3,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,Grains/Cereals,"Breads, crackers, pasta, and cereal",B's Beverages,Victoria Ashworth,Fauntleroy Circus,London,EC2 5NT,UK,Federal Shipping,(503) 555-9931
112,10290,5,20,15,8,1996-08-27,1,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Comércio Mineiro,Pedro Afonso,"Av. dos Lusíadas, 23",São Paulo,05432-043,Brazil,Speedy Express,(503) 555-9831
113,10290,29,15,15,8,1996-08-27,1,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,Meat/Poultry,Prepared meats,Comércio Mineiro,Pedro Afonso,"Av. dos Lusíadas, 23",São Paulo,05432-043,Brazil,Speedy Express,(503) 555-9831
114,10290,49,15,15,8,1996-08-27,1,Maxilaku,23,3,24 - 50 g pkgs.,20.0,Confections,"Desserts, candies, and sweet breads",Comércio Mineiro,Pedro Afonso,"Av. dos Lusíadas, 23",São Paulo,05432-043,Brazil,Speedy Express,(503) 555-9831
115,10290,77,10,15,8,1996-08-27,1,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Comércio Mineiro,Pedro Afonso,"Av. dos Lusíadas, 23",São Paulo,05432-043,Brazil,Speedy Express,(503) 555-9831
116,10291,13,20,61,6,1996-08-27,2,Konbu,6,8,2 kg box,6.0,Seafood,Seaweed and fish,Que Delícia,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,United Package,(503) 555-3199
117,10291,44,24,61,6,1996-08-27,2,Gula Malacca,20,2,20 - 2 kg bags,19.45,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Que Delícia,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,United Package,(503) 555-3199
118,10291,51,2,61,6,1996-08-27,2,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,Produce,Dried fruit and bean curd,Que Delícia,Bernardo Batista,"Rua da Panificadora, 12",Rio de Janeiro,02389-673,Brazil,United Package,(503) 555-3199
119,10292,20,20,81,1,1996-08-28,2,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,Confections,"Desserts, candies, and sweet breads",Tradição Hipermercados,Anabela Domingues,"Av. Inês de Castro, 414",São Paulo,05634-030,Brazil,United Package,(503) 555-3199
120,10293,18,12,80,1,1996-08-29,3,Carnarvon Tigers,7,8,16 kg pkg.,62.5,Seafood,Seaweed and fish,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
121,10293,24,10,80,1,1996-08-29,3,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,Beverages,"Soft drinks, coffees, teas, beers, and ales",Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
122,10293,63,5,80,1,1996-08-29,3,Vegie-spread,7,2,15 - 625 g jars,43.9,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
123,10293,75,6,80,1,1996-08-29,3,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales",Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
124,10294,1,18,65,4,1996-08-30,2,Chais,1,1,10 boxes x 20 bags,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
125,10294,17,15,65,4,1996-08-30,2,Alice Mutton,7,6,20 - 1 kg tins,39.0,Meat/Poultry,Prepared meats,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
126,10294,43,15,65,4,1996-08-30,2,Ipoh Coffee,20,1,16 - 500 g tins,46.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
127,10294,60,21,65,4,1996-08-30,2,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,Dairy Products,Cheeses,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
128,10294,75,6,65,4,1996-08-30,2,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
129,10295,56,4,85,2,1996-09-02,2,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Vins et alcools Chevalier,Paul Henriot,59 rue de l'Abbaye,Reims,51100,France,United Package,(503) 555-3199
130,10296,11,12,46,6,1996-09-03,1,Queso Cabrales,5,4,1 kg pkg.,21.0,Dairy Products,Cheeses,LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Speedy Express,(503) 555-9831
131,10296,16,30,46,6,1996-09-03,1,Pavlova,7,3,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Speedy Express,(503) 555-9831
132,10296,69,15,46,6,1996-09-03,1,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,Dairy Products,Cheeses,LILA-Supermercado,Carlos González,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,3508,Venezuela,Speedy Express,(503) 555-9831
133,10297,39,60,7,5,1996-09-04,2,Chartreuse verte,18,1,750 cc per bottle,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,United Package,(503) 555-3199
134,10297,72,20,7,5,1996-09-04,2,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,Dairy Products,Cheeses,Blondel père et fils,Frédérique Citeaux,"24, place Kléber",Strasbourg,67000,France,United Package,(503) 555-3199
135,10298,2,40,37,6,1996-09-05,2,Chang,1,1,24 - 12 oz bottles,19.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
136,10298,36,40,37,6,1996-09-05,2,Inlagd Sill,17,8,24 - 250 g jars,19.0,Seafood,Seaweed and fish,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
137,10298,59,30,37,6,1996-09-05,2,Raclette Courdavault,28,4,5 kg pkg.,55.0,Dairy Products,Cheeses,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
138,10298,62,15,37,6,1996-09-05,2,Tarte au sucre,29,3,48 pies,49.3,Confections,"Desserts, candies, and sweet breads",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,United Package,(503) 555-3199
139,10299,19,15,67,4,1996-09-06,2,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,Confections,"Desserts, candies, and sweet breads",Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,United Package,(503) 555-3199
140,10299,70,20,67,4,1996-09-06,2,Outback Lager,7,1,24 - 355 ml bottles,15.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ricardo Adocicados,Janete Limeira,"Av. Copacabana, 267",Rio de Janeiro,02389-890,Brazil,United Package,(503) 555-3199
141,10300,66,30,49,2,1996-09-09,2,Louisiana Hot Spiced Okra,2,2,24 - 8 oz jars,17.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,United Package,(503) 555-3199
142,10300,68,20,49,2,1996-09-09,2,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,United Package,(503) 555-3199
143,10301,40,10,86,8,1996-09-09,2,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,Seafood,Seaweed and fish,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
144,10301,56,20,86,8,1996-09-09,2,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
145,10302,17,40,76,4,1996-09-10,2,Alice Mutton,7,6,20 - 1 kg tins,39.0,Meat/Poultry,Prepared meats,Suprêmes délices,Pascale Cartrain,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,United Package,(503) 555-3199
146,10302,28,28,76,4,1996-09-10,2,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,Produce,Dried fruit and bean curd,Suprêmes délices,Pascale Cartrain,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,United Package,(503) 555-3199
147,10302,43,12,76,4,1996-09-10,2,Ipoh Coffee,20,1,16 - 500 g tins,46.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Suprêmes délices,Pascale Cartrain,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,United Package,(503) 555-3199
148,10303,40,40,30,7,1996-09-11,2,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,Seafood,Seaweed and fish,Godos Cocina Típica,José Pedro Freyre,"C/ Romero, 33",Sevilla,41101,Spain,United Package,(503) 555-3199
149,10303,65,30,30,7,1996-09-11,2,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Godos Cocina Típica,José Pedro Freyre,"C/ Romero, 33",Sevilla,41101,Spain,United Package,(503) 555-3199
150,10303,68,15,30,7,1996-09-11,2,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Godos Cocina Típica,José Pedro Freyre,"C/ Romero, 33",Sevilla,41101,Spain,United Package,(503) 555-3199
151,10304,49,30,80,1,1996-09-12,2,Maxilaku,23,3,24 - 50 g pkgs.,20.0,Confections,"Desserts, candies, and sweet breads",Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,United Package,(503) 555-3199
152,10304,59,10,80,1,1996-09-12,2,Raclette Courdavault,28,4,5 kg pkg.,55.0,Dairy Products,Cheeses,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,United Package,(503) 555-3199
153,10304,71,2,80,1,1996-09-12,2,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,Dairy Products,Cheeses,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,United Package,(503) 555-3199
154,10305,18,25,55,8,1996-09-13,3,Carnarvon Tigers,7,8,16 kg pkg.,62.5,Seafood,Seaweed and fish,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Federal Shipping,(503) 555-9931
155,10305,29,25,55,8,1996-09-13,3,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,Meat/Poultry,Prepared meats,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Federal Shipping,(503) 555-9931
156,10305,39,30,55,8,1996-09-13,3,Chartreuse verte,18,1,750 cc per bottle,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Federal Shipping,(503) 555-9931
157,10306,30,10,69,1,1996-09-16,3,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,Seafood,Seaweed and fish,Romero y tomillo,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,Federal Shipping,(503) 555-9931
158,10306,53,10,69,1,1996-09-16,3,Perth Pasties,24,6,48 pieces,32.8,Meat/Poultry,Prepared meats,Romero y tomillo,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,Federal Shipping,(503) 555-9931
159,10306,54,5,69,1,1996-09-16,3,Tourtière,25,6,16 pies,7.45,Meat/Poultry,Prepared meats,Romero y tomillo,Alejandra Camino,"Gran Vía, 1",Madrid,28001,Spain,Federal Shipping,(503) 555-9931
160,10307,62,10,48,2,1996-09-17,2,Tarte au sucre,29,3,48 pies,49.3,Confections,"Desserts, candies, and sweet breads",Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,United Package,(503) 555-3199
161,10307,68,3,48,2,1996-09-17,2,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,Confections,"Desserts, candies, and sweet breads",Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,United Package,(503) 555-3199
162,10308,69,1,2,7,1996-09-18,3,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,Dairy Products,Cheeses,Ana Trujillo Emparedados y helados,Ana Trujillo,Avda. de la Constitución 2222,México D.F.,5021,Mexico,Federal Shipping,(503) 555-9931
163,10308,70,5,2,7,1996-09-18,3,Outback Lager,7,1,24 - 355 ml bottles,15.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ana Trujillo Emparedados y helados,Ana Trujillo,Avda. de la Constitución 2222,México D.F.,5021,Mexico,Federal Shipping,(503) 555-9931
164,10309,4,20,37,3,1996-09-19,1,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Speedy Express,(503) 555-9831
165,10309,6,30,37,3,1996-09-19,1,Grandma's Boysenberry Spread,3,2,12 - 8 oz jars,25.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Speedy Express,(503) 555-9831
166,10309,42,2,37,3,1996-09-19,1,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Speedy Express,(503) 555-9831
167,10309,43,20,37,3,1996-09-19,1,Ipoh Coffee,20,1,16 - 500 g tins,46.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Speedy Express,(503) 555-9831
168,10309,71,3,37,3,1996-09-19,1,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,Dairy Products,Cheeses,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Speedy Express,(503) 555-9831
169,10310,16,10,77,8,1996-09-20,2,Pavlova,7,3,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",The Big Cheese,Liz Nixon,89 Jefferson Way Suite 2,Portland,97201,USA,United Package,(503) 555-3199
170,10310,62,5,77,8,1996-09-20,2,Tarte au sucre,29,3,48 pies,49.3,Confections,"Desserts, candies, and sweet breads",The Big Cheese,Liz Nixon,89 Jefferson Way Suite 2,Portland,97201,USA,United Package,(503) 555-3199
171,10311,42,6,18,1,1996-09-20,3,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Du monde entier,Janine Labrune,"67, rue des Cinquante Otages",Nantes,44000,France,Federal Shipping,(503) 555-9931
172,10311,69,7,18,1,1996-09-20,3,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,Dairy Products,Cheeses,Du monde entier,Janine Labrune,"67, rue des Cinquante Otages",Nantes,44000,France,Federal Shipping,(503) 555-9931
173,10312,28,4,86,2,1996-09-23,2,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,Produce,Dried fruit and bean curd,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
174,10312,43,24,86,2,1996-09-23,2,Ipoh Coffee,20,1,16 - 500 g tins,46.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
175,10312,53,20,86,2,1996-09-23,2,Perth Pasties,24,6,48 pieces,32.8,Meat/Poultry,Prepared meats,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
176,10312,75,10,86,2,1996-09-23,2,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,Beverages,"Soft drinks, coffees, teas, beers, and ales",Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,United Package,(503) 555-3199
177,10313,36,12,63,2,1996-09-24,2,Inlagd Sill,17,8,24 - 250 g jars,19.0,Seafood,Seaweed and fish,QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,1307,Germany,United Package,(503) 555-3199
178,10314,32,40,65,1,1996-09-25,2,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,Dairy Products,Cheeses,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
179,10314,58,30,65,1,1996-09-25,2,Escargots de Bourgogne,27,8,24 pieces,13.25,Seafood,Seaweed and fish,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
180,10314,62,25,65,1,1996-09-25,2,Tarte au sucre,29,3,48 pies,49.3,Confections,"Desserts, candies, and sweet breads",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,United Package,(503) 555-3199
181,10315,34,14,38,4,1996-09-26,2,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,United Package,(503) 555-3199
182,10315,70,30,38,4,1996-09-26,2,Outback Lager,7,1,24 - 355 ml bottles,15.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,United Package,(503) 555-3199
183,10316,41,10,65,1,1996-09-27,3,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,Seafood,Seaweed and fish,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Federal Shipping,(503) 555-9931
184,10316,62,70,65,1,1996-09-27,3,Tarte au sucre,29,3,48 pies,49.3,Confections,"Desserts, candies, and sweet breads",Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Federal Shipping,(503) 555-9931
185,10317,1,20,48,6,1996-09-30,1,Chais,1,1,10 boxes x 20 bags,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,Speedy Express,(503) 555-9831
186,10318,41,20,38,8,1996-10-01,2,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,Seafood,Seaweed and fish,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,United Package,(503) 555-3199
187,10318,76,6,38,8,1996-10-01,2,Lakkalikööri,23,1,500 ml,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,United Package,(503) 555-3199
188,10319,17,8,80,7,1996-10-02,3,Alice Mutton,7,6,20 - 1 kg tins,39.0,Meat/Poultry,Prepared meats,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
189,10319,28,14,80,7,1996-10-02,3,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,Produce,Dried fruit and bean curd,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
190,10319,76,30,80,7,1996-10-02,3,Lakkalikööri,23,1,500 ml,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
191,10320,71,30,87,5,1996-10-03,3,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,Dairy Products,Cheeses,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Federal Shipping,(503) 555-9931
192,10321,35,10,38,3,1996-10-03,2,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,United Package,(503) 555-3199
193,10322,52,20,58,7,1996-10-04,3,Filo Mix,24,5,16 - 2 kg boxes,7.0,Grains/Cereals,"Breads, crackers, pasta, and cereal",Pericles Comidas clásicas,Guillermo Fernández,Calle Dr. Jorge Cash 321,México D.F.,5033,Mexico,Federal Shipping,(503) 555-9931
194,10323,15,5,39,4,1996-10-07,1,Genen Shouyu,6,2,24 - 250 ml bottles,15.5,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Speedy Express,(503) 555-9831
195,10323,25,4,39,4,1996-10-07,1,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,Confections,"Desserts, candies, and sweet breads",Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Speedy Express,(503) 555-9831
196,10323,39,4,39,4,1996-10-07,1,Chartreuse verte,18,1,750 cc per bottle,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Speedy Express,(503) 555-9831
197,10324,16,21,71,9,1996-10-08,1,Pavlova,7,3,32 - 500 g boxes,17.45,Confections,"Desserts, candies, and sweet breads",Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Speedy Express,(503) 555-9831
198,10324,35,70,71,9,1996-10-08,1,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,Beverages,"Soft drinks, coffees, teas, beers, and ales",Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Speedy Express,(503) 555-9831
199,10324,46,30,71,9,1996-10-08,1,Spegesild,21,8,4 - 450 g glasses,12.0,Seafood,Seaweed and fish,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Speedy Express,(503) 555-9831
200,10324,59,40,71,9,1996-10-08,1,Raclette Courdavault,28,4,5 kg pkg.,55.0,Dairy Products,Cheeses,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Speedy Express,(503) 555-9831
201,10324,63,80,71,9,1996-10-08,1,Vegie-spread,7,2,15 - 625 g jars,43.9,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Speedy Express,(503) 555-9831
202,10325,6,6,39,1,1996-10-09,3,Grandma's Boysenberry Spread,3,2,12 - 8 oz jars,25.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Federal Shipping,(503) 555-9931
203,10325,13,12,39,1,1996-10-09,3,Konbu,6,8,2 kg box,6.0,Seafood,Seaweed and fish,Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Federal Shipping,(503) 555-9931
204,10325,14,9,39,1,1996-10-09,3,Tofu,6,7,40 - 100 g pkgs.,23.25,Produce,Dried fruit and bean curd,Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Federal Shipping,(503) 555-9931
205,10325,31,4,39,1,1996-10-09,3,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,Dairy Products,Cheeses,Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Federal Shipping,(503) 555-9931
206,10325,72,40,39,1,1996-10-09,3,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,Dairy Products,Cheeses,Königlich Essen,Philip Cramer,Maubelstr. 90,Brandenburg,14776,Germany,Federal Shipping,(503) 555-9931
207,10326,4,24,8,4,1996-10-10,2,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Bólido Comidas preparadas,Martín Sommer,"C/ Araquil, 67",Madrid,28023,Spain,United Package,(503) 555-3199
208,10326,57,16,8,4,1996-10-10,2,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,Grains/Cereals,"Breads, crackers, pasta, and cereal",Bólido Comidas preparadas,Martín Sommer,"C/ Araquil, 67",Madrid,28023,Spain,United Package,(503) 555-3199
